Decision Tree (Imbalanced),0.9676232523914643,0.6756756756756757,0.01556420233463035,0.97,0.8300557366705228
Bagging (Imbalanced),0.9789060583762571,0.7252252252252253,0.00648508430609598,0.98,0.9745270562391185
Random Forest (Imbalanced),0.9789060583762571,0.6846846846846847,0.004150453955901427,0.98,0.9842085275937417
GBoost (Imbalanced),0.9793966151582045,0.7162162162162162,0.005447470817120622,0.98,0.987451653988619
AdaBoost (Imbalanced),0.9558498896247241,0.22522522522522523,0.0020752269779507134,0.94,0.9678111964104184
Naïve Bayes (Imbalanced),0.9320578857002698,0.2702702702702703,0.029831387808041506,0.93,0.8694558371601174
